,date,twitter_user,views,website
54,2018-08-24,adax_arabia,489.96883178430755,adax.ae
55,2018-08-25,adax_arabia,497.9854935164615,adax.ae
56,2018-08-26,adax_arabia,282.15615359775927,adax.ae
57,2018-08-27,adax_arabia,269.5980806848296,adax.ae
58,2018-08-28,adax_arabia,796.8586096524705,adax.ae
59,2018-08-29,adax_arabia,1643.5827241074562,adax.ae
60,2018-08-30,adax_arabia,1173.9263868446978,adax.ae
61,2018-08-31,adax_arabia,474.39803251850105,adax.ae
62,2018-08-01,adibtweets,16016.74253983378,adib.ae
63,2018-08-02,adibtweets,13633.267079437872,adib.ae
64,2018-08-03,adibtweets,8639.256265224303,adib.ae
65,2018-08-04,adibtweets,12135.655031533568,adib.ae
66,2018-08-05,adibtweets,14433.225007604004,adib.ae
67,2018-08-06,adibtweets,14710.449018274594,adib.ae
68,2018-08-07,adibtweets,13440.077476443937,adib.ae
69,2018-08-08,adibtweets,13023.77408180671,adib.ae
70,2018-08-09,adibtweets,14817.414065360252,adib.ae
71,2018-08-10,adibtweets,8446.780921929381,adib.ae
72,2018-08-11,adibtweets,14724.783025045435,adib.ae
73,2018-08-12,adibtweets,15439.491394424298,adib.ae
74,2018-08-13,adibtweets,13914.739160880521,adib.ae
75,2018-08-14,adibtweets,16667.232408632623,adib.ae
76,2018-08-15,adibtweets,19559.24274338442,adib.ae
77,2018-08-16,adibtweets,14459.25978053772,adib.ae
78,2018-08-17,adibtweets,11999.926460582203,adib.ae
79,2018-08-18,adibtweets,15859.164136737516,adib.ae
80,2018-08-19,adibtweets,20645.98110913166,adib.ae
81,2018-08-20,adibtweets,18950.456227722323,adib.ae
82,2018-08-21,adibtweets,11601.742738797755,adib.ae
83,2018-08-22,adibtweets,16025.833265182491,adib.ae
84,2018-08-23,adibtweets,23188.45837369116,adib.ae
85,2018-08-24,adibtweets,15540.308924506026,adib.ae
86,2018-08-25,adibtweets,28418.418674496443,adib.ae
87,2018-08-26,adibtweets,25013.001894972578,adib.ae
88,2018-08-27,adibtweets,26395.235954841613,adib.ae
89,2018-08-28,adibtweets,20266.51023710924,adib.ae
90,2018-08-29,adibtweets,19551.412616410264,adib.ae
91,2018-08-30,adibtweets,19391.788437094645,adib.ae
92,2018-08-31,adibtweets,20619.254816850887,adib.ae
93,2018-08-01,aeserver,608.8123612417295,aeserver.com
94,2018-08-02,aeserver,1219.9265211396691,aeserver.com
95,2018-08-03,aeserver,904.0810604615391,aeserver.com
96,2018-08-04,aeserver,356.01212346366964,aeserver.com
97,2018-08-05,aeserver,1212.784007569679,aeserver.com
98,2018-08-06,aeserver,361.34414180076067,aeserver.com
99,2018-08-07,aeserver,511.43864363269165,aeserver.com
100,2018-08-08,aeserver,392.6622135648886,aeserver.com
101,2018-08-09,aeserver,254.56749705208244,aeserver.com
102,2018-08-10,aeserver,0.0,aeserver.com
103,2018-08-11,aeserver,182.3000028951776,aeserver.com
104,2018-08-12,aeserver,140.39721943456516,aeserver.com
105,2018-08-13,aeserver,411.57919607893626,aeserver.com
106,2018-08-14,aeserver,316.6503301745713,aeserver.com
107,2018-08-15,aeserver,1116.6116269762192,aeserver.com
108,2018-08-16,aeserver,422.4378961298389,aeserver.com
109,2018-08-17,aeserver,140.0324429389238,aeserver.com
110,2018-08-18,aeserver,327.60566752785166,aeserver.com
111,2018-08-19,aeserver,1774.359550359036,aeserver.com
112,2018-08-20,aeserver,1152.0593497913092,aeserver.com
113,2018-08-21,aeserver,797.0433307806999,aeserver.com
114,2018-08-22,aeserver,1688.913507154386,aeserver.com
115,2018-08-23,aeserver,813.9948553093561,aeserver.com
116,2018-08-24,aeserver,599.6509090911477,aeserver.com
117,2018-08-25,aeserver,913.5734847806606,aeserver.com
118,2018-08-26,aeserver,1385.3752937336703,aeserver.com
119,2018-08-27,aeserver,904.7667838042969,aeserver.com
120,2018-08-28,aeserver,1116.6304905124412,aeserver.com
121,2018-08-29,aeserver,391.9900384388549,aeserver.com
122,2018-08-30,aeserver,1504.1910574444441,aeserver.com
123,2018-08-31,aeserver,1152.4629132853452,aeserver.com
124,2018-08-01,airarabiagroup,124748.60841488416,airarabia.com
125,2018-08-02,airarabiagroup,124459.14161055734,airarabia.com
126,2018-08-03,airarabiagroup,105431.67851909866,airarabia.com
127,2018-08-04,airarabiagroup,121319.16238773486,airarabia.com
128,2018-08-05,airarabiagroup,134953.18745065754,airarabia.com
129,2018-08-06,airarabiagroup,134750.53911236447,airarabia.com
130,2018-08-07,airarabiagroup,141215.80168597895,airarabia.com
131,2018-08-08,airarabiagroup,135405.7422958909,airarabia.com
132,2018-08-09,airarabiagroup,131912.87629358194,airarabia.com
133,2018-08-10,airarabiagroup,106117.53985432812,airarabia.com
134,2018-08-11,airarabiagroup,133589.7103312476,airarabia.com
135,2018-08-12,airarabiagroup,143074.37658812752,airarabia.com
136,2018-08-13,airarabiagroup,134021.41008743586,airarabia.com
137,2018-08-14,airarabiagroup,145697.61885620077,airarabia.com
138,2018-08-15,airarabiagroup,158350.40747374168,airarabia.com
139,2018-08-16,airarabiagroup,147089.58506749792,airarabia.com
140,2018-08-17,airarabiagroup,116716.14529124214,airarabia.com
141,2018-08-18,airarabiagroup,122138.88083378386,airarabia.com
142,2018-08-19,airarabiagroup,116853.20171139998,airarabia.com
143,2018-08-20,airarabiagroup,95785.49970297373,airarabia.com
144,2018-08-21,airarabiagroup,84498.81539115435,airarabia.com
145,2018-08-22,airarabiagroup,79754.19990695742,airarabia.com
146,2018-08-23,airarabiagroup,88214.23244508122,airarabia.com
147,2018-08-24,airarabiagroup,85246.44343377478,airarabia.com
148,2018-08-25,airarabiagroup,109824.85161409968,airarabia.com
149,2018-08-26,airarabiagroup,110824.82048398105,airarabia.com
150,2018-08-27,airarabiagroup,114899.99105866047,airarabia.com
151,2018-08-28,airarabiagroup,110629.69363871765,airarabia.com
152,2018-08-29,airarabiagroup,112258.13383525079,airarabia.com
153,2018-08-30,airarabiagroup,113145.64825291238,airarabia.com
154,2018-08-31,airarabiagroup,87422.55948793858,airarabia.com
155,2018-08-01,aitnews,59390.90483330574,aitnews.com
156,2018-08-02,aitnews,56784.6924693015,aitnews.com
157,2018-08-03,aitnews,56717.3461603551,aitnews.com
158,2018-08-04,aitnews,53903.34456691364,aitnews.com
159,2018-08-05,aitnews,50505.10850867255,aitnews.com
160,2018-08-06,aitnews,56510.272941484385,aitnews.com
161,2018-08-07,aitnews,55070.43193485384,aitnews.com
162,2018-08-08,aitnews,56291.41476039239,aitnews.com
163,2018-08-09,aitnews,54424.12540654387,aitnews.com
164,2018-08-10,aitnews,44202.84939851769,aitnews.com
165,2018-08-11,aitnews,61206.451278607565,aitnews.com
166,2018-08-12,aitnews,61110.22912963072,aitnews.com
167,2018-08-13,aitnews,51497.85407119243,aitnews.com
168,2018-08-14,aitnews,63749.83966163094,aitnews.com
169,2018-08-15,aitnews,58517.69043893753,aitnews.com
170,2018-08-16,aitnews,50259.47456059544,aitnews.com
171,2018-08-17,aitnews,54193.08514142326,aitnews.com
172,2018-08-18,aitnews,53111.98491792887,aitnews.com
173,2018-08-19,aitnews,53620.70248842096,aitnews.com
174,2018-08-20,aitnews,55000.78064407213,aitnews.com
175,2018-08-21,aitnews,51648.12636311386,aitnews.com
176,2018-08-22,aitnews,52199.64696168727,aitnews.com
177,2018-08-23,aitnews,42177.99096494108,aitnews.com
178,2018-08-24,aitnews,45802.41786847141,aitnews.com
179,2018-08-25,aitnews,51056.04493293824,aitnews.com
180,2018-08-26,aitnews,63889.179697712374,aitnews.com
181,2018-08-27,aitnews,65061.618587617464,aitnews.com
182,2018-08-28,aitnews,57808.5222950898,aitnews.com
183,2018-08-29,aitnews,51244.287489243085,aitnews.com
184,2018-08-30,aitnews,62372.16616810404,aitnews.com
185,2018-08-31,aitnews,51747.59188053556,aitnews.com
186,2018-08-01,ajenglish,508891.982979457,aljazeera.com
187,2018-08-02,ajenglish,463058.2890181077,aljazeera.com
188,2018-08-03,ajenglish,423204.00172282953,aljazeera.com
189,2018-08-04,ajenglish,486718.70191259513,aljazeera.com
190,2018-08-05,ajenglish,595936.6697227985,aljazeera.com
191,2018-08-06,ajenglish,563742.7948614566,aljazeera.com
192,2018-08-07,ajenglish,571716.5635539893,aljazeera.com
193,2018-08-08,ajenglish,687880.6305670799,aljazeera.com
194,2018-08-09,ajenglish,554619.5942585301,aljazeera.com
195,2018-08-10,ajenglish,481900.04989257443,aljazeera.com
196,2018-08-11,ajenglish,420901.32936839,aljazeera.com
197,2018-08-12,ajenglish,471699.64625865826,aljazeera.com
198,2018-08-13,ajenglish,491580.8375327661,aljazeera.com
199,2018-08-14,ajenglish,745020.583912201,aljazeera.com
200,2018-08-15,ajenglish,582703.1950352106,aljazeera.com
201,2018-08-16,ajenglish,628734.1261565452,aljazeera.com
202,2018-08-17,ajenglish,469510.19678945246,aljazeera.com
203,2018-08-18,ajenglish,510815.39613002946,aljazeera.com
204,2018-08-19,ajenglish,495353.00992582366,aljazeera.com
205,2018-08-20,ajenglish,535423.7657566188,aljazeera.com
206,2018-08-21,ajenglish,653987.1149899482,aljazeera.com
207,2018-08-22,ajenglish,636059.7058931291,aljazeera.com
208,2018-08-23,ajenglish,590312.3562905509,aljazeera.com
209,2018-08-24,ajenglish,552676.1692503055,aljazeera.com
210,2018-08-25,ajenglish,477425.73553401063,aljazeera.com
211,2018-08-26,ajenglish,511305.5315973797,aljazeera.com
212,2018-08-27,ajenglish,584443.1607791824,aljazeera.com
213,2018-08-28,ajenglish,543687.6465314757,aljazeera.com
214,2018-08-29,ajenglish,513805.9011387611,aljazeera.com
215,2018-08-30,ajenglish,479073.3299632922,aljazeera.com
216,2018-08-31,ajenglish,476340.71867921425,aljazeera.com
217,2018-08-01,ajlnews,292598.0,ajel.sa
218,2018-08-02,ajlnews,244381.0,ajel.sa
219,2018-08-03,ajlnews,244823.0,ajel.sa
220,2018-08-04,ajlnews,238679.0,ajel.sa
221,2018-08-05,ajlnews,296529.0,ajel.sa
222,2018-08-06,ajlnews,288697.0,ajel.sa
223,2018-08-07,ajlnews,229413.0,ajel.sa
224,2018-08-08,ajlnews,275303.0,ajel.sa
225,2018-08-09,ajlnews,227463.0,ajel.sa
226,2018-08-10,ajlnews,211234.0,ajel.sa
227,2018-08-11,ajlnews,265527.0,ajel.sa
228,2018-08-12,ajlnews,277842.0,ajel.sa
229,2018-08-13,ajlnews,327131.0,ajel.sa
230,2018-08-14,ajlnews,274360.0,ajel.sa
231,2018-08-15,ajlnews,264354.0,ajel.sa
232,2018-08-16,ajlnews,269801.0,ajel.sa
233,2018-08-17,ajlnews,342019.0,ajel.sa
234,2018-08-18,ajlnews,321728.0,ajel.sa
235,2018-08-19,ajlnews,237732.0,ajel.sa
236,2018-08-20,ajlnews,195638.0,ajel.sa
237,2018-08-21,ajlnews,157543.0,ajel.sa
238,2018-08-22,ajlnews,180701.0,ajel.sa
239,2018-08-23,ajlnews,165872.0,ajel.sa
240,2018-08-24,ajlnews,294553.0,ajel.sa
241,2018-08-25,ajlnews,246672.0,ajel.sa
242,2018-08-26,ajlnews,260274.0,ajel.sa
243,2018-08-27,ajlnews,255043.0,ajel.sa
244,2018-08-28,ajlnews,274283.0,ajel.sa
245,2018-08-29,ajlnews,249452.0,ajel.sa
246,2018-08-30,ajlnews,217298.0,ajel.sa
247,2018-08-31,ajlnews,205577.0,ajel.sa
248,2018-08-01,akhbarak,273365.6607936464,akhbarak.net
249,2018-08-02,akhbarak,266117.8389872144,akhbarak.net
250,2018-08-03,akhbarak,250282.1099147993,akhbarak.net
251,2018-08-04,akhbarak,252264.54917209904,akhbarak.net
252,2018-08-05,akhbarak,248060.88635842619,akhbarak.net
253,2018-08-06,akhbarak,279535.6398783771,akhbarak.net
254,2018-08-07,akhbarak,243867.28584709883,akhbarak.net
255,2018-08-08,akhbarak,256814.69110976483,akhbarak.net
256,2018-08-09,akhbarak,264807.3568314223,akhbarak.net
257,2018-08-10,akhbarak,247475.14911678416,akhbarak.net
258,2018-08-11,akhbarak,261984.2262053967,akhbarak.net
259,2018-08-12,akhbarak,265344.64218053094,akhbarak.net
260,2018-08-13,akhbarak,236761.23530139547,akhbarak.net
261,2018-08-14,akhbarak,229666.98166919677,akhbarak.net
262,2018-08-15,akhbarak,261068.7668382634,akhbarak.net
263,2018-08-16,akhbarak,226639.57864620106,akhbarak.net
264,2018-08-17,akhbarak,249350.19244301418,akhbarak.net
265,2018-08-18,akhbarak,254090.9836784979,akhbarak.net
266,2018-08-19,akhbarak,273892.62737409835,akhbarak.net
267,2018-08-20,akhbarak,346601.4052710958,akhbarak.net
268,2018-08-21,akhbarak,232919.247175921,akhbarak.net
269,2018-08-22,akhbarak,269366.26238317305,akhbarak.net
270,2018-08-23,akhbarak,286932.68783463025,akhbarak.net
271,2018-08-24,akhbarak,322614.9470540756,akhbarak.net
272,2018-08-25,akhbarak,307540.8308214114,akhbarak.net
273,2018-08-26,akhbarak,268851.17373537185,akhbarak.net
274,2018-08-27,akhbarak,262356.71370423853,akhbarak.net
275,2018-08-28,akhbarak,275644.80065190035,akhbarak.net
276,2018-08-29,akhbarak,288337.7625852535,akhbarak.net
277,2018-08-30,akhbarak,266541.01907576685,akhbarak.net
278,2018-08-31,akhbarak,238072.94053530568,akhbarak.net
279,2018-08-01,al3abmizo,903.1079629677656,al3abmizo.com
280,2018-08-02,al3abmizo,1783.1273173423626,al3abmizo.com
281,2018-08-03,al3abmizo,2552.276660539875,al3abmizo.com
282,2018-08-04,al3abmizo,1654.9334800032188,al3abmizo.com
283,2018-08-05,al3abmizo,1418.925994471263,al3abmizo.com
284,2018-08-06,al3abmizo,1709.2656368435046,al3abmizo.com
285,2018-08-07,al3abmizo,1393.866990687921,al3abmizo.com
286,2018-08-08,al3abmizo,2675.5330862550086,al3abmizo.com
287,2018-08-09,al3abmizo,2022.1244341694123,al3abmizo.com
288,2018-08-10,al3abmizo,2025.040056172038,al3abmizo.com
289,2018-08-11,al3abmizo,2192.862339964857,al3abmizo.com
290,2018-08-12,al3abmizo,1786.166774995999,al3abmizo.com
291,2018-08-13,al3abmizo,1711.1130382513406,al3abmizo.com
292,2018-08-14,al3abmizo,1430.6585508317612,al3abmizo.com
293,2018-08-15,al3abmizo,1737.8877290804396,al3abmizo.com
294,2018-08-16,al3abmizo,1337.9178344209256,al3abmizo.com
295,2018-08-17,al3abmizo,1381.076031501996,al3abmizo.com
296,2018-08-18,al3abmizo,1793.0475722949943,al3abmizo.com
297,2018-08-19,al3abmizo,1523.3581185178477,al3abmizo.com
298,2018-08-20,al3abmizo,1777.764262655241,al3abmizo.com
299,2018-08-21,al3abmizo,2285.1558160506083,al3abmizo.com
300,2018-08-22,al3abmizo,1664.1400729634674,al3abmizo.com
301,2018-08-23,al3abmizo,1314.1518145769485,al3abmizo.com
302,2018-08-24,al3abmizo,2667.2238974759853,al3abmizo.com
303,2018-08-25,al3abmizo,1738.4646183167135,al3abmizo.com
304,2018-08-26,al3abmizo,1495.5759054142688,al3abmizo.com
305,2018-08-27,al3abmizo,1952.4773682338978,al3abmizo.com
306,2018-08-28,al3abmizo,2137.4516014047795,al3abmizo.com
307,2018-08-29,al3abmizo,1122.8190288322085,al3abmizo.com
308,2018-08-30,al3abmizo,1648.6446072328445,al3abmizo.com
309,2018-08-31,al3abmizo,1762.612091005618,al3abmizo.com
310,2018-08-01,al_jazirah,29344.5756884226,al-jazirah.com
311,2018-08-02,al_jazirah,22617.069875063597,al-jazirah.com
312,2018-08-03,al_jazirah,23235.694386249335,al-jazirah.com
313,2018-08-04,al_jazirah,25406.92812808177,al-jazirah.com
314,2018-08-05,al_jazirah,30618.742712701023,al-jazirah.com
315,2018-08-06,al_jazirah,29160.670550922798,al-jazirah.com
316,2018-08-07,al_jazirah,23735.404966524726,al-jazirah.com
317,2018-08-08,al_jazirah,25829.950570259403,al-jazirah.com
318,2018-08-09,al_jazirah,26675.712764465585,al-jazirah.com
319,2018-08-10,al_jazirah,20325.118682184206,al-jazirah.com
320,2018-08-11,al_jazirah,25971.650807927064,al-jazirah.com
321,2018-08-12,al_jazirah,23217.165072320524,al-jazirah.com
322,2018-08-13,al_jazirah,25289.0329217945,al-jazirah.com
323,2018-08-14,al_jazirah,22722.742672733846,al-jazirah.com
324,2018-08-15,al_jazirah,20885.698388503326,al-jazirah.com
325,2018-08-16,al_jazirah,26119.955451799324,al-jazirah.com
326,2018-08-17,al_jazirah,19938.858288200303,al-jazirah.com
327,2018-08-18,al_jazirah,22424.36458485599,al-jazirah.com
328,2018-08-19,al_jazirah,25791.662988040276,al-jazirah.com
329,2018-08-20,al_jazirah,24970.27710143347,al-jazirah.com
330,2018-08-21,al_jazirah,16480.90131183363,al-jazirah.com
331,2018-08-22,al_jazirah,28881.398642473017,al-jazirah.com
332,2018-08-23,al_jazirah,19355.910320044528,al-jazirah.com
333,2018-08-24,al_jazirah,19297.816952856665,al-jazirah.com
334,2018-08-25,al_jazirah,28519.90989777017,al-jazirah.com
335,2018-08-26,al_jazirah,30650.24718186081,al-jazirah.com
336,2018-08-27,al_jazirah,23807.83846428705,al-jazirah.com
337,2018-08-28,al_jazirah,23105.96395283829,al-jazirah.com
338,2018-08-29,al_jazirah,23924.77970432619,al-jazirah.com
339,2018-08-30,al_jazirah,20038.89572604265,al-jazirah.com
340,2018-08-31,al_jazirah,22188.324795545286,al-jazirah.com
341,2018-08-01,alarabiya_eng,460771.238451554,alarabiya.net
342,2018-08-02,alarabiya_eng,422760.73518610105,alarabiya.net
343,2018-08-03,alarabiya_eng,426562.3021103956,alarabiya.net
344,2018-08-04,alarabiya_eng,439706.34793853597,alarabiya.net
345,2018-08-05,alarabiya_eng,490396.79467222106,alarabiya.net
346,2018-08-06,alarabiya_eng,521635.3495342481,alarabiya.net
347,2018-08-07,alarabiya_eng,610554.6804937269,alarabiya.net
348,2018-08-08,alarabiya_eng,495678.0035953098,alarabiya.net
349,2018-08-09,alarabiya_eng,468603.3487913463,alarabiya.net
350,2018-08-10,alarabiya_eng,446297.7588173846,alarabiya.net
351,2018-08-11,alarabiya_eng,451757.564046228,alarabiya.net
352,2018-08-12,alarabiya_eng,491945.83122424304,alarabiya.net
353,2018-08-13,alarabiya_eng,488628.2641615869,alarabiya.net
354,2018-08-14,alarabiya_eng,483033.18182582635,alarabiya.net
355,2018-08-15,alarabiya_eng,484799.79531628476,alarabiya.net
356,2018-08-16,alarabiya_eng,457460.7867136651,alarabiya.net
357,2018-08-17,alarabiya_eng,446443.345531343,alarabiya.net
358,2018-08-18,alarabiya_eng,485972.05162476655,alarabiya.net
359,2018-08-19,alarabiya_eng,537619.081249858,alarabiya.net
360,2018-08-20,alarabiya_eng,468179.1326228932,alarabiya.net
361,2018-08-21,alarabiya_eng,460339.1347321122,alarabiya.net
362,2018-08-22,alarabiya_eng,514555.4211193494,alarabiya.net
363,2018-08-23,alarabiya_eng,604861.954293729,alarabiya.net
364,2018-08-24,alarabiya_eng,456152.9860652148,alarabiya.net
365,2018-08-25,alarabiya_eng,408343.61537739803,alarabiya.net
366,2018-08-26,alarabiya_eng,446222.12247036956,alarabiya.net
367,2018-08-27,alarabiya_eng,404121.0606050974,alarabiya.net
368,2018-08-28,alarabiya_eng,428172.250699233,alarabiya.net
369,2018-08-29,alarabiya_eng,451687.7485539596,alarabiya.net
370,2018-08-30,alarabiya_eng,396284.30104628205,alarabiya.net
371,2018-08-31,alarabiya_eng,415865.8341207165,alarabiya.net
372,2018-08-01,albawabaenglish,112956.24131418674,albawaba.com
373,2018-08-02,albawabaenglish,124010.2185110691,albawaba.com
374,2018-08-03,albawabaenglish,114356.3187943617,albawaba.com
375,2018-08-04,albawabaenglish,106598.29352739514,albawaba.com
376,2018-08-05,albawabaenglish,107804.77884654416,albawaba.com
377,2018-08-06,albawabaenglish,154505.0949115887,albawaba.com
378,2018-08-07,albawabaenglish,163541.27051592985,albawaba.com
379,2018-08-08,albawabaenglish,162781.95174572177,albawaba.com
380,2018-08-09,albawabaenglish,149150.40128302947,albawaba.com
381,2018-08-10,albawabaenglish,150575.2564964148,albawaba.com
382,2018-08-11,albawabaenglish,142057.23481669076,albawaba.com
383,2018-08-12,albawabaenglish,146952.05767351278,albawaba.com
384,2018-08-13,albawabaenglish,142526.9762861475,albawaba.com
385,2018-08-14,albawabaenglish,143670.8948372723,albawaba.com
386,2018-08-15,albawabaenglish,134722.305490567,albawaba.com
387,2018-08-16,albawabaenglish,131477.3101852438,albawaba.com
388,2018-08-17,albawabaenglish,104834.87875573465,albawaba.com
389,2018-08-18,albawabaenglish,128308.95521651627,albawaba.com
390,2018-08-19,albawabaenglish,171367.94375010295,albawaba.com
391,2018-08-20,albawabaenglish,206158.80734682825,albawaba.com
392,2018-08-21,albawabaenglish,132298.8423864266,albawaba.com
393,2018-08-22,albawabaenglish,98921.4752119462,albawaba.com
394,2018-08-23,albawabaenglish,125629.96779076784,albawaba.com
395,2018-08-24,albawabaenglish,119982.30998389662,albawaba.com
396,2018-08-25,albawabaenglish,143060.5769773338,albawaba.com
397,2018-08-26,albawabaenglish,109998.62567863872,albawaba.com
398,2018-08-27,albawabaenglish,101436.27600461537,albawaba.com
399,2018-08-28,albawabaenglish,99705.87111909105,albawaba.com
400,2018-08-29,albawabaenglish,150193.09214253895,albawaba.com
401,2018-08-30,albawabaenglish,185944.0691140985,albawaba.com
402,2018-08-31,albawabaenglish,126108.96536260282,albawaba.com
403,2018-08-01,alborgme,6142.694118576567,alborglaboratories.com
404,2018-08-02,alborgme,5624.675224901222,alborglaboratories.com
405,2018-08-03,alborgme,4209.386422649617,alborglaboratories.com
406,2018-08-04,alborgme,5130.582132277931,alborglaboratories.com
407,2018-08-05,alborgme,5162.171146374813,alborglaboratories.com
408,2018-08-06,alborgme,5372.117992323222,alborglaboratories.com
409,2018-08-07,alborgme,6319.084798098062,alborglaboratories.com
410,2018-08-08,alborgme,4205.320663109051,alborglaboratories.com
411,2018-08-09,alborgme,3788.1628426057146,alborglaboratories.com
412,2018-08-10,alborgme,2259.3984578669015,alborglaboratories.com
413,2018-08-11,alborgme,3742.6624816386084,alborglaboratories.com
414,2018-08-12,alborgme,3999.6646986699843,alborglaboratories.com
415,2018-08-13,alborgme,4105.129648012759,alborglaboratories.com
416,2018-08-14,alborgme,6655.299360289086,alborglaboratories.com
417,2018-08-15,alborgme,3650.1729621313675,alborglaboratories.com
418,2018-08-16,alborgme,4520.386130535871,alborglaboratories.com
419,2018-08-17,alborgme,2829.798197767712,alborglaboratories.com
420,2018-08-18,alborgme,2990.7394088498636,alborglaboratories.com
421,2018-08-19,alborgme,3464.917617918772,alborglaboratories.com
422,2018-08-20,alborgme,2371.730023146993,alborglaboratories.com
423,2018-08-21,alborgme,2100.2839413861525,alborglaboratories.com
424,2018-08-22,alborgme,2397.770868150112,alborglaboratories.com
425,2018-08-23,alborgme,2122.8069785203775,alborglaboratories.com
426,2018-08-24,alborgme,2980.3842909857954,alborglaboratories.com
427,2018-08-25,alborgme,3048.5501687135934,alborglaboratories.com
428,2018-08-26,alborgme,5519.321364679869,alborglaboratories.com
429,2018-08-27,alborgme,2907.1303018252897,alborglaboratories.com
430,2018-08-28,alborgme,4039.8496921415913,alborglaboratories.com
431,2018-08-29,alborgme,3144.945742024054,alborglaboratories.com
432,2018-08-30,alborgme,2217.1668110203645,alborglaboratories.com
433,2018-08-31,alborgme,7653.685886490077,alborglaboratories.com
434,2018-08-01,almentornet,2201.768615537756,almentor.net
435,2018-08-02,almentornet,1450.544283920701,almentor.net
436,2018-08-03,almentornet,1942.4534130139673,almentor.net
437,2018-08-04,almentornet,1547.034715968508,almentor.net
438,2018-08-05,almentornet,2247.288972041215,almentor.net
439,2018-08-06,almentornet,2956.487489899599,almentor.net
440,2018-08-07,almentornet,3260.692109414631,almentor.net
441,2018-08-08,almentornet,2475.2215555614844,almentor.net
442,2018-08-09,almentornet,3698.681953562169,almentor.net
443,2018-08-10,almentornet,3833.827700345616,almentor.net
444,2018-08-11,almentornet,3396.562038519789,almentor.net
445,2018-08-12,almentornet,3610.6419547821497,almentor.net
446,2018-08-13,almentornet,4308.422060582514,almentor.net
447,2018-08-14,almentornet,5400.933081338795,almentor.net
448,2018-08-15,almentornet,4470.792188769822,almentor.net
449,2018-08-16,almentornet,4846.398855650226,almentor.net
